Accession,Organism_Name,GenBank_RefSeq,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Surveillance_Sampling,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject
ON447694,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,09-05-2022,BA.2.3.15,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,VA-CDC-QDX35974719,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29724,complete,,,,USA: Virginia,USA,VA,Homo sapiens,oronasopharynx,14-04-2022,SAMN28085060,PRJNA716985
OY779870,Severe acute respiratory syndrome coronavirus 2,GenBank,"Danish Covid-19 Genome,Consortium.","Artillerivej 5, 2300 Copenhagen S",Denmark,17-11-2023,XBB.1.16,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29847,partial,,,,Denmark,Denmark,,Homo sapiens,,21-08-2023,SAMEA114629575,PRJEB49401
ON082742,Severe acute respiratory syndrome coronavirus 2,GenBank,"Linares-Perdomo,O.J.","Utah Public Health Laboratory Infectious Disease submission group, Utah Public Health Laboratory",USA,28-03-2022,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,UT-UPHL-220312982264,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29788,complete,,,,USA,USA,,Homo sapiens,,29-01-2022,SAMN26723919,PRJNA614995
OU674352,Severe acute respiratory syndrome coronavirus 2,GenBank,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,18-09-2021,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,05-09-2021,SAMEA10095838,PRJEB37886
OQ832904,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Thornburg,N., Unoarumhi,Y., Chau,R., Lacek,K.A., Mandal,P., Bajwa,M., Momin,N., Morrison,S., Gulvik,C., Sula,E., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,18-04-2023,XBB.1.5.33,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,NJ-CDC-LC1036049,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29473,partial,,,,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,03-04-2023,SAMN34229082,PRJNA716984
OV960830,Severe acute respiratory syndrome coronavirus 2,GenBank,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,23-02-2022,BA.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29873,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,08-02-2022,SAMEA13038557,PRJEB37886
PQ790997,Severe acute respiratory syndrome coronavirus 2,GenBank,"Young,D.L.","California Department of Public Health, IDLB VRDL/COVIDNet",USA,20-12-2024,LB.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDPH-500141972,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29790,complete,,,,USA: California,USA,CA,Homo sapiens,,18-08-2024,SAMN45927128,PRJNA750736
OY451436,Severe acute respiratory syndrome coronavirus 2,GenBank,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,25-07-2023,AY.111,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,complete,,,,United Kingdom:Wales,United Kingdom,,Homo sapiens,,06-12-2021,SAMEA12661181,PRJEB37886
OV722528,Severe acute respiratory syndrome coronavirus 2,GenBank,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,25-01-2022,BA.1.15.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29873,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,11-01-2022,SAMEA12529907,PRJEB37886
OW144923,Severe acute respiratory syndrome coronavirus 2,GenBank,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,15-03-2022,BA.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29850,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,26-02-2022,SAMEA13346795,PRJEB37886
OM251661,Severe acute respiratory syndrome coronavirus 2,GenBank,"Smith,E.","California Department of Public Health, IDLB VRDL/COVIDNet",USA,13-01-2022,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDPH-3000009007,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29844,partial,,,,USA,USA,,Homo sapiens,,13-04-2021,SAMN24852901,PRJNA750736
OW608711,Severe acute respiratory syndrome coronavirus 2,GenBank,"Fraser,D., Lee,S., Howes,R., The Rosalind Franklin,Laboratory., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,01-05-2022,BA.2.9,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29850,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,07-04-2022,SAMEA14109581,PRJEB37886
PP518998,Severe acute respiratory syndrome coronavirus 2,GenBank,"Wilkinson,E., Giovanetti,M., Tegally,H., San,J.E., Lessells,R., Cuadros,D., Martin,D.P., Rasmussen,D.A., Zekri,A.N., Sangare,A.K., Ouedraogo,A.S., Sesay,A.K., Priscilla,A., Kemi,A.S., Olubusuyi,A.M., Oluwapelumi,A.O.O., Hammami,A., Amuri,A.A., Sayed,A., Ouma,A.E.O., Elargoubi,A., Ajayi,N.A., Victoria,A.F., Kazeem,A., George,A., Trotter,A.J., Yahaya,A.A., Keita,A.K., Diallo,A., Kone,A., Souissi,A., Chtourou,A., Gutierrez,A.V., Page,A.J., Vinze,A., Iranzadeh,A., Lambisia,A., Ismail,A., Rosemary,A., Sylverken,A., Femi,A., Ibrahimi,A., Marycelin,B., Oderinde,B.S., Bolajoko,B., Dhaala,B., Herring,B.L., Njanpop-Lafourcade,B.M., Kleinhans,B., McInnis,B., Tegomoh,B., Brook,C., Pratt,C.B., Scheepers,C., Akoua-Koffi,C.G., Agoti,C.N., Peyrefitte,C., Daubenberger,C., Morang'a,C.M., Nokes,D.J., Amoako,D.G., Bugembe,D.L., Park,D., Baker,D., Doolabh,D., Ssemwanga,D., Tshiabuila,D., Bassirou,D., Amuzu,D.S.Y., Goedhals,D., Omuoyo,D.O., Maruapula,D., Foster-Nyarko,E., Lusamaki,E.K., Simulundu,E., Ong'era,E.M., Ngabana,E.N., Shumba,E., El Fahime,E., Lokilo,E., Mukantwari,E., Philomena,E., Belarbi,E., Simon-Loriere,E., Anoh,E.A., Leendertz,F., Ajili,F., Enoch,F.O., Wasfi,F., Abdelmoula,F., Mosha,F.S., Takawira,F.T., Derrar,F., Bouzid,F., Onikepe,F., Adeola,F., Muyembe,F.M., Tanser,F., Dratibi,F.A., Mbunsu,G.K., Thilliez,G., Kay,G.L., Githinji,G., van Zyl,G., Awandare,G.A., Schubert,G., Maphalala,G.P., Ranaivoson,H.C., Lemriss,H., Anise,H., Abe,H., Karray,H.H., Nansumba,H., Elgahzaly,H.A., Gumbo,H., Smeti,I., Ayed,I.B., Odia,I., Ben Boubaker,I.B., Gaaloul,I., Gazy,I., Mudau,I., Ssewanyana,I., Konstantinus,I., Lekana-Douk,J.B., Makangara,J.C., Tamfum,J.M., Heraud,J.M., Shaffer,J.G., Giandhari,J., Li,J., Yasuda,J., Mends,J.Q., Kiconco,J., Morobe,J.M., Gyapong,J.O., Okolie,J.C., Kayiwa,J.T., Edwards,J.A., Gyamfi,J., Farah,J., Nakaseegu,J., Ngoi,J.M., Namulondo,J., Andeko,J.C., Lutwama,J.J., O'Grady,J., Siddle,K., Adeyemi,K.T., Tumedi,K.A., Said,K.M., Hae-Young,K., Duedu,K.O., Belyamani,L., Fki-Berrajah,L., Singh,L., Martins,L.O., Tyers,L., Ramuth,M., Mastouri,M., Aouni,M., El Hefnawi,M., Matsheka,M.I., Kebabonye,M., Diop,M., Turki,M., Paye,M., Nyaga,M.M., Mareka,M., Damaris,M.M., Mburu,M.W., Mpina,M., Nwando,M., Owusu,M., Wiley,M.R., Youtchou,M.T., Ayekaba,M.O., Abouelhoda,M., Seadawy,M.G., Khalifa,M.K., Sekhele,M., Ouadghiri,M., Diagne,M.M., Mwenda,M., Allam,M., Phan,M.V.T., Abid,N., Touil,N., Rujeni,N., Kharrat,N., Ismael,N., Dia,N., Mabunda,N., Hsiao,N.Y., Silochi,N.B., Nsenga,N., Gumede,N., Mulder,N., Ndodo,N., Razanajatovo,N.H., Iguosadolo,N., Judith,O., Kingsley,O.C., Sylvanus,O., Peter,O., Femi,O., Idowu,O., Testimony,O., Chukwuma,O.E., Ogah,O.E., Onwuamah,C.K., Cyril,O., Faye,O., Tomori,O., Ondoa,P., Combe,P., Semanda,P., Oluniyi,P.E., Arnaldo,P., Quashie,P.K., Dussart,P., Bester,P.A., Mbala,P.K., Ayivor-Djanie,R., Njouom,R., Phillips,R.O., Gorman,R., Kingsley,R.A., Carr,R.A.A., El Kabbaj,S., Gargouri,S., Masmoudi,S., Sankhe,S., Lawal,S.B., Kassim,S., Trabelsi,S., Metha,S., Kammoun,S., Lemriss,S., Agwa,S.H.A., Calvignac-Spencer,S., Schaffner,S.F., Doumbia,S., Mandanda,S.M., Aryeetey,S., Ahmed,S.S., Elhamoumi,S., Andriamandimby,S., Tope,S., Lekana-Douki,S., Prosolek,S., Ouangraoua,S., Mundeke,S.A., Rudder,S., Panji,S., Pillay,S., Engelbrecht,S., Nabadda,S., Behillil,S., Budiaki,S.L., van der Werf,S., Mashe,T., Aanniz,T., Mohale,T., Le-Viet,T., Schindler,T., Anyaneji,U.J., Chinedu,U., Ramphal,U., Jessica,U., George,U., Fonseca,V., Enouf,V., Gorova,V., Roshdy,W.H., Ampofo,W.K., Preiser,W., Choga,W.T., Bediako,Y., Naidoo,Y., Butera,Y., de Laurent,Z.R., Sall,A.A., Rebai,A., von Gottberg,A., Kouriba,B., Williamson,C., Bridges,D.J., Chikwe,I., Bhiman,J.N., Mine,M., Cotten,M., Moyo,S., Gaseitsiwe,S., Saasa,N., Sabeti,P.C., Kaleebu,P., Tebeje,Y.K., Tessema,S.K., Happi,C., Nkengasong,J., de Oliveira,T., Galvao,B., Hsiao,M., Marais,K., Hardie,D., Korsman,S., Joseph,R.","University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,22-03-2024,B.1.351,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,NHLS-UCT-GS-9286,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29817,partial,,,1,South Africa,South Africa,,Homo sapiens,,25-12-2020,,
OY829391,Severe acute respiratory syndrome coronavirus 2,GenBank,"Danish Covid-19 Genome,Consortium.","Artillerivej 5, 2300 Copenhagen S",Denmark,03-12-2023,BN.3.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29876,partial,,,,Denmark:Sjaelland,Denmark,,Homo sapiens,,09-11-2022,SAMEA114732900,PRJEB49401
ON517913,Severe acute respiratory syndrome coronavirus 2,GenBank,"Bowers,J., Van Tassel,B., Yaglom,H., Sprenkle,M., Centner,H., Pfeiffer,A., Folkerts,M., French,C., Jasso-Selles,D., Porter,T., Lemmer,D., Driebe,E., Engelthaler,D.","The Translational Genomics Research Institute COVID submission group, Bioinformatics",USA,16-05-2022,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,TG1179440,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29728,partial,,,,"USA: Arizona, Navajo",USA,AZ,Homo sapiens,,10-01-2022,SAMN28072854,
OX408094,Severe acute respiratory syndrome coronavirus 2,GenBank,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,13-01-2023,BQ.1.1.8,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29844,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,22-12-2022,SAMEA112303951,PRJEB37886
OM623405,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,09-02-2022,BA.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,NY-CDC-LC0507337,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29779,complete,,,,USA: New York,USA,NY,Homo sapiens,oronasopharynx,20-01-2022,SAMN25733534,PRJNA716984
OW178464,Severe acute respiratory syndrome coronavirus 2,GenBank,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,21-03-2022,BA.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29850,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,04-03-2022,SAMEA13395002,PRJEB37886
OX282910,Severe acute respiratory syndrome coronavirus 2,GenBank,"Danish Covid-19 Genome,Consortium.","Artillerivej 5, 2300 Copenhagen S",Denmark,23-08-2022,BA.5.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29870,partial,,,,Denmark:Midtjylland,Denmark,,Homo sapiens,,26-07-2022,SAMEA110679210,PRJEB49401
OP738828,Severe acute respiratory syndrome coronavirus 2,GenBank,"Davis,C., Beck,J., Johnson,B.N., Finnicum,C.T., Silvernail,C., Vaselaar,E., Kallsen,N., Katz,C., Pfeifle,M., Nelson,L., Huizenga,P., Streier,Z., Viet,S., Petersen,J., Peta,V.J., Do,T., Agany,D.M., Hoffman,M., Cooper,L., McFadden,L., Huber,V., Gnimpieba,E.Z., Ehili,E.A.","South Dakota INBRE/Avera Institute for Human Genetics, SD-INBRE-AIHG",USA,28-10-2022,BA.5.2.28,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,SD-SDAIHG-1888,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29762,partial,,,,USA: South Dakota,USA,SD,Homo sapiens,,09-08-2022,,
OX804411,Severe acute respiratory syndrome coronavirus 2,GenBank,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,19-06-2023,unclassifiable,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29900,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020,SAMEA9006943,PRJEB37886
OX826850,Severe acute respiratory syndrome coronavirus 2,GenBank,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,19-06-2023,BA.5.1.25,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29876,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,15-06-2022,SAMEA113095706,PRJEB37886
OK232998,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,22-09-2021,B.1.526,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,WA-CDC-LC0070003,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29738,partial,,,,USA: Washington,USA,WA,Homo sapiens,oronasopharynx,27-05-2021,SAMN19839882,PRJNA716984
OX770056,Severe acute respiratory syndrome coronavirus 2,GenBank,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,18-06-2023,BA.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29866,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,31-01-2022,SAMEA113445669,PRJEB37886
OW333577,Severe acute respiratory syndrome coronavirus 2,GenBank,"Danish Covid-19 Genome,Consortium.","Artillerivej 5, 2300 Copenhagen S",Denmark,31-03-2022,AY.125,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,Denmark:Nordjylland,Denmark,,Homo sapiens,,05-08-2021,SAMEA13805791,PRJEB49401
OU243331,Severe acute respiratory syndrome coronavirus 2,GenBank,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,25-06-2021,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,05-04-2021,SAMEA8564897,PRJEB37886
ON912242,Severe acute respiratory syndrome coronavirus 2,GenBank,"Bankers,L., Bogale,H.N., Hetherington-Rauth,M.C., Ir,D., Matzinger,S.R., Rossheim,A., Smith,A.","CDPHE SARS-CoV-2 submissions, Department of Microbiology",USA,05-07-2022,BA.2.12.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,CO-CDPHE-2103366450,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29780,complete,,,,USA,USA,,Homo sapiens,,06-06-2022,SAMN29482076,PRJNA686984
ON458074,Severe acute respiratory syndrome coronavirus 2,GenBank,"Sylvain,I., Giannikopoulos,P.","Innovative Genomics Institute, Clinical Lab",USA,09-05-2022,AY.44,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,SARS00001667,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29811,complete,,,,USA,USA,,Homo sapiens,oronasopharynx,18-08-2021,,
ON579249,Severe acute respiratory syndrome coronavirus 2,GenBank,"Guarischi,R., Pierre,P., Bonaldi,A., Oliveira,C., Histrov,A., Yamamoto,L., Salazar,R., Lopes,A., Levi,J.","Dasa, R&D",Brazil,24-05-2022,AY.99.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,RJ-NVBS6226GENOV828101083414,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29820,complete,,,,Brazil,Brazil,,Homo sapiens,,10-09-2021,,
OL776325,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,09-12-2021,AY.117,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,AZ-CDC-ASC210456554,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29816,partial,,,,USA: Arizona,USA,AZ,Homo sapiens,,10-11-2021,SAMN23793823,PRJNA731148
